"DATE","XLU","XLV","XLE"
"2017-11-01",0.0264963978445625,0.0286812385818935,0.017371217235068
"2017-12-01",-0.0717730732022734,-0.00950998617991505,0.0447159513067259
"2018-01-01",-0.0223477252794706,0.0674845824889703,0.0418521917971555
"2018-02-01",-0.0395657179036251,-0.0459904909036855,-0.11468153399866
"2018-03-01",0.0295231695668896,-0.0331069600189906,0.00998890626958726
"2018-04-01",0.027918032615184,0.0140170882561712,0.0977953380020802
"2018-05-01",-0.0111167579976326,0.0018217426046796,0.02950212238696
"2018-06-01",0.018844914718033,0.0126604151664313,-0.00105282880459168
"2018-07-01",0.0247526728345071,0.0671801610899694,0.0221510982960833
"2018-08-01",0.01279883975866,0.0423817813059415,-0.035369003438924
"2018-09-01",-0.0154544212778847,0.0252233120889969,0.0173129369989793
